business_type,annual_revenue,employee_count,current_tech_investment,customer_satisfaction,operational_efficiency,complexity_level,data_availability,workforce_skill_level,ai_integration_cost,potential_improvement,ai_beneficial
Retail,742963814.678781,1946,5401982.767308759,6.691566308189577,0.9706671963934508,Medium,Poor,8.953600499482482,1864794.5507475785,0.2527964496935707,0
Manufacturing,426067841.11362725,4804,3633171.154193991,2.1549327596988808,0.8383086167762532,Low,Rich,6.053301493630091,4844218.845746495,0.17356839519486658,0
Healthcare,346589057.55441594,2123,3602512.6714907167,6.206432574063971,0.6817019659997134,Low,Poor,2.673402767869461,4622357.382692972,0.1796455972308197,0
Manufacturing,371667724.2216181,4965,8302700.419270205,7.2407991525067805,0.9690905862623612,Low,Moderate,3.0193225812863744,4431968.951919906,0.6967871363640828,1
Manufacturing,987661914.1723218,455,7913999.198364887,7.305503467550064,0.6377833881545892,Low,Poor,5.4446427613729025,2315233.700660965,0.04239989165875354,0
Tech,41069082.22107,1623,3147178.733639382,7.78124899593637,0.6660862610308662,High,Rich,9.65441823017391,4300245.472575348,0.16823962979824264,0
Tech,867164464.6263261,4650,9146505.594345268,8.855734794090981,0.8504042090008701,Low,Moderate,7.92677947495289,337139.82153425144,0.7003787352702094,1
Tech,579096733.163821,3790,9532868.66832481,5.499630927683096,0.8826581497626931,Medium,Poor,5.394786785432606,827735.3788598755,0.36795548967268854,1
Healthcare,439176803.7704009,4324,3334751.166097404,7.572242705766141,0.9647017419245769,Medium,Poor,4.039472301059954,2128441.722571865,0.6317325714031247,1
Tech,725532402.7547214,4277,3608806.993051243,6.57255461829253,0.6024012045281048,Low,Rich,5.943416440135984,2468621.1267424193,0.33867978960752365,1
Retail,487182272.48327816,1896,5105778.118877392,2.6797594581791433,0.898999017609612,Medium,Poor,7.735247500857577,1391185.0522521986,0.09135311448303175,0
Finance,873549814.8435789,1528,9417096.044083368,1.2312068038246735,0.8692730266984817,Low,Rich,8.0553572960752,1846735.6871541585,0.0327069886698905,0
Retail,900801162.1472472,2445,8775562.388108885,3.560872471092404,0.531897278126799,Medium,Moderate,3.9214791828725017,897602.895024307,0.09261749854389116,0
Retail,422299205.94658196,821,1115422.829577539,4.9873033570385745,0.6936115706051035,Medium,Moderate,7.490433413924895,2496756.7554079453,0.056800906585069144,0
Tech,277550969.4378165,628,3988034.3583870204,6.553953499857907,0.6413827285300493,Low,Poor,6.920099020325675,3989832.1350525203,0.05279712278467801,0
Finance,592757978.2647688,2951,5578374.778522741,8.649633974528848,0.6522452121770153,Low,Moderate,9.632010627966645,3340665.928940398,0.33297209211817463,1
Finance,912450982.2710743,243,5081011.478260246,2.766211450355491,0.9914734397773504,High,Moderate,9.379812614572133,628182.0120911523,0.013329158383720294,0
Finance,211451526.8166609,2057,2019244.3725752374,2.129948109086294,0.8213887067399639,Low,Poor,8.104413930432193,2489149.8566439087,0.0719750603777549,0
Healthcare,623343616.9799193,1235,8602286.034564732,9.671319527268947,0.8588380788967498,Low,Moderate,7.510552199694356,3518467.275620652,0.20516060783494822,0
Tech,631928659.872428,2444,6801713.75166869,1.972401034387664,0.9883088186575046,High,Poor,3.4663743073384827,2696486.9531143117,0.09528380451416536,0
Finance,733379909.3928657,3048,8395292.911032856,5.306419630964703,0.6886008912288193,Low,Rich,8.6136873048868,2019210.42302419,0.22274816230261554,0
Healthcare,132436117.44213255,1842,8601766.365559775,6.270073559139717,0.9009200842264029,Low,Rich,4.847551333420295,3147380.6642910033,0.2081030887313772,0
Manufacturing,716109139.7174065,1160,7508722.9512908235,5.872369788166944,0.7172654816522477,High,Rich,3.450164882554402,4846329.45997135,0.09771951695355237,0
Manufacturing,909123488.1449753,4055,4448184.952372202,1.7742894132964888,0.9347668359074899,Low,Poor,4.457446821581162,565048.7578537822,0.1345081536590417,0
Healthcare,180503425.76137173,2311,6144412.874652703,1.5132422260325744,0.5903287706556516,Low,Poor,8.523419410148572,2011078.6976630474,0.04128880775096901,0
Healthcare,238305781.59895375,3786,1687617.520585457,1.949350847149321,0.9738430885321399,High,Moderate,2.337698940200965,2092368.6799258688,0.1437439592532747,0
Tech,971423698.947598,3843,6769089.633001586,6.270289154853512,0.6093858542054398,High,Moderate,5.105428670078402,2927139.821295018,0.2936840209096201,0
Tech,181795975.75678027,1986,1874607.2318188795,5.89910398870889,0.6631102534904658,Medium,Moderate,5.431218350765407,845655.5492213977,0.1553749618772054,0
Manufacturing,854530708.2762096,4925,6970100.946050553,3.1036671283306982,0.8780961170533903,Low,Moderate,1.3296672783893746,965550.8463653007,0.2684438283203231,0
Finance,492785578.59158677,4407,2373021.7914642897,6.739967276610324,0.6968775707827033,Medium,Moderate,2.761714265933488,1498270.791389488,0.41398758849656514,1
Manufacturing,247983843.32877386,779,1263757.8714871777,8.380607518500845,0.8041056883832234,Medium,Poor,8.440681857182708,4783763.212015746,0.10499197128909167,0
Finance,870879151.3712388,4428,1736316.4524152786,1.3742106386193438,0.7222867505347143,High,Poor,8.476906497352847,3697132.048031423,0.08790236554779923,0
Finance,445859949.74766284,3501,119722.13866879565,5.483169491932381,0.8711849685448909,Low,Rich,3.631735754958232,3342297.1782883657,0.33447537599170635,1
Tech,515302536.5757605,4507,7215522.216749949,7.203793708924213,0.6141656261843054,Low,Rich,8.874075111381336,4103092.668231885,0.39880842781934006,1
Retail,359874136.03036594,4586,7350770.385677953,3.2708073436271836,0.5292289936184384,High,Rich,7.94604645161513,725124.6976917954,0.15876787754639982,0
Retail,593357900.5834925,2190,5197840.1641412685,3.769938147638342,0.6499646987365331,Medium,Rich,4.761167354158685,4310730.816646383,0.1073243100024682,0
Healthcare,164360348.71243775,1694,1697491.7304482986,6.522741126904454,0.7371543324342151,High,Poor,7.735657099645341,3014680.2980487696,0.16290408192978606,0
Tech,391690455.11510897,2850,927187.9413558285,9.081417640993632,0.5840100260963392,Low,Poor,9.652011680753256,1743112.1365487836,0.3023074203499814,1
Finance,969442910.0129522,191,289376.7677291414,8.289319782726094,0.6773986448281943,High,Poor,5.13072746258814,4097690.753153883,0.02144996463173888,0
Retail,258875299.26842642,1505,1740906.951955685,6.248171971896252,0.6999915091467843,Low,Moderate,3.145844610581353,4032566.218308258,0.1316473865732905,0
Finance,657079927.876751,4846,8919469.796333153,7.571995459815243,0.5286959218441367,Medium,Moderate,9.476348500451403,4243972.050411963,0.38799819997359775,1
Retail,325864874.1604702,2146,2491214.7328466494,4.283402231870188,0.7916536240921023,Low,Rich,6.433698597069308,666037.7105242126,0.14554047104105772,0
Retail,773699652.560914,1375,3607286.139450435,6.76868975288882,0.9421717139856438,Medium,Moderate,1.9473864623238275,4849870.100479303,0.17537487071269892,0
Retail,131742787.05763148,1263,1142920.2963651984,5.195634320148013,0.5758714564765262,Medium,Poor,6.154145342710205,4802168.1535696825,0.07557836213242493,0
Tech,969851224.0334662,1209,2301376.9170068856,2.7094252281180484,0.798904006700757,Low,Rich,5.505228005034688,1851601.2629585336,0.052339318815098845,0
Manufacturing,454335751.8422556,4700,5240323.250724031,7.315644464895315,0.8323696024554231,Low,Rich,8.70030004668007,422880.68923840625,0.5723960870453122,1
Finance,236814412.8831175,4549,6116751.56264696,6.008181736139398,0.7096673402096442,Medium,Moderate,5.776256707871692,918572.7803970498,0.3879214658415373,1
Tech,74423250.58268264,4747,2528987.9102454893,4.227594237582323,0.850548793682135,High,Rich,3.297091909098551,4964871.044679016,0.3413828954898158,1
Tech,170588147.1824532,390,671548.3763286604,9.202052710707676,0.705365771745506,Low,Moderate,7.080796574783997,2858763.421541149,0.050628341493062924,0
Tech,520254174.60746163,3878,3971225.4043612466,1.1884070604405994,0.7523186439887175,Medium,Moderate,5.883179072820221,1847446.814247655,0.06934335473413297,0
Tech,337666173.25485504,2018,2418613.372170708,3.841958361245464,0.5036765222772135,Medium,Rich,3.097401654401852,1512193.1998651903,0.07810080656644447,0
Tech,829054482.5167269,753,2273583.839975039,1.511932579998819,0.8458600570673445,High,Moderate,6.1626507214861705,1359259.503023643,0.019259983678700663,0
Healthcare,431456636.13814414,4463,9602641.746863207,7.898745845994645,0.8306713394723622,Low,Moderate,8.393820201007175,3354348.5487669623,0.5856582275578589,1
Finance,249465558.3150423,2479,6201374.810664668,7.3189670870241335,0.5192004386631723,Medium,Moderate,1.2571382595160938,2155000.374446461,0.18840454151991193,0
Tech,617527841.617426,1850,5613096.587403749,3.9821699686268532,0.6841250536975665,High,Moderate,6.677659347806006,4830512.426906196,0.10079918301392825,0
Finance,707070439.6685604,4962,4216173.524880887,7.080966119863657,0.9895159203958337,Medium,Rich,4.146266762059529,3450830.850162271,0.6953477569212447,1
Healthcare,167874865.9930489,4698,4346548.900958428,4.563435035763549,0.7103682812843084,Low,Poor,3.6340430118348177,3981018.4961399096,0.30459196451202286,1
Healthcare,168451597.07202935,905,5454959.537997,7.806284122801909,0.7509727025659209,High,Poor,4.533289753250001,1534433.5880574835,0.10610774375303358,0
Finance,37634755.50660943,1862,6994655.089657461,5.0876529646303545,0.9549650790798593,Medium,Moderate,4.078203978231835,488013.4046322666,0.18093169130063474,0
Retail,736665613.0505749,2916,7051246.352200111,4.71051755048499,0.8586309379328783,High,Moderate,8.490151960375975,2490331.903171217,0.2358808446990954,0
Manufacturing,664140723.0941833,3692,1799769.6862839507,9.412569239394708,0.7910350655621118,Low,Moderate,3.4731802969111047,1641449.5780765137,0.5497884445069829,1
Retail,475156244.8740641,232,5051116.245558607,3.2579118990163023,0.8989023406705363,High,Poor,7.598377207959269,1090207.508538826,0.013588447091200039,0
Retail,844326278.5202279,3162,4178385.1408376093,2.084026059969089,0.9321831332279866,Low,Moderate,1.8465383820572985,4767946.440924221,0.12285596491173256,0
Retail,805864482.7971032,4542,8718216.966066904,6.260888019335123,0.7284440358686335,Medium,Rich,9.56256735235974,2275542.2502759486,0.4142945818143626,1
Tech,585769010.0323554,1567,6351047.320061927,9.72389631055761,0.7375541824659178,Low,Rich,6.600849735236967,956072.1010390497,0.2247673583390805,0
Healthcare,868403009.2327454,1406,5371790.25751822,4.40055292354468,0.6930254678259179,Medium,Rich,7.360467193401041,1073388.1981375818,0.08575743038872723,0
Retail,206635368.82673147,2224,1242406.957571282,1.5583308726590337,0.9833530700092303,Medium,Poor,3.6823539888500587,1475477.7380765106,0.06816068263455997,0
Healthcare,112807699.77833015,3679,6095815.104301773,4.053747405786107,0.8485831271451751,Low,Moderate,4.708869118373031,4996649.714129592,0.253110906626029,0
Finance,270479861.90547264,3678,1260318.666234311,5.553384888876026,0.5416115331040361,Medium,Moderate,3.0140054764387862,1413256.352546027,0.22125209845141336,0
Manufacturing,58029769.23322554,4146,3438345.0981009454,2.4573070596899234,0.9314798116565093,High,Moderate,9.392824772220015,1711128.8424344228,0.1897982345694296,0
Finance,531638358.473031,3289,1514135.4516618855,6.922919962508429,0.740279970418134,Medium,Poor,5.3929400239123995,3330707.827121607,0.33711585523677645,1
Finance,936669086.6026665,3741,6951529.1055412525,9.979744501091805,0.5343769532112437,Low,Poor,6.67403304092191,1540410.7444104617,0.39901097934115,1
Tech,40304197.12784114,68,2141895.926977911,5.065655283832994,0.7748586275816556,High,Poor,7.608448274776439,1157440.8301924975,0.00533822671340433,0
Manufacturing,122987804.09601676,3453,3979407.7945614574,4.192557010571914,0.7085821394878511,High,Poor,4.33995481989585,877322.2145830336,0.20516144639782122,0
Finance,452746829.25515187,4729,8967180.29842591,4.6063375015101995,0.9388747024313124,Medium,Rich,7.4809148908522705,1632145.0586361818,0.4090371013722834,1
Finance,933941142.510377,4601,2122732.195649806,2.03631560555681,0.6019973018046937,Medium,Poor,7.083932407807062,618986.8791809902,0.1128033151454585,0
Manufacturing,316839948.8717738,3054,5127270.133191913,8.949462412836015,0.9132323047460915,Low,Poor,7.350934004865518,191368.2734324362,0.49920306437111883,1
Manufacturing,507727573.87970406,1182,4250789.445543618,4.733430899692168,0.7788443455927263,High,Poor,5.403069101841516,4042744.316939919,0.08715136327456678,0
Finance,42531286.191341706,3389,279428.00635272433,4.485469702823572,0.5273051516067345,Low,Moderate,4.446436440624554,775685.2178314251,0.1603140206719178,0
Manufacturing,149194857.7611268,3361,7948305.324370846,6.937212456374269,0.9859226506627423,Medium,Moderate,2.9987396938809088,3902286.5640946873,0.45975487992084435,1
Finance,986643492.835888,3422,783554.4725145373,4.978300788380111,0.7563076220516,High,Moderate,8.421637175208037,4007958.147034633,0.2576852803216726,0
Finance,965153577.7396095,1037,4795124.707671841,6.8341012192706145,0.6454384271157912,Low,Rich,6.475150418785108,2735805.6790132914,0.09148396457519266,0
Tech,5935040.953475206,3371,5650715.119895604,1.5530166111770876,0.734703420994629,Low,Rich,4.999169764877455,1617441.595733462,0.07692666612442975,0
Retail,951859973.6378157,4665,6321421.9204844115,8.323510093500047,0.9289288917587445,Low,Poor,9.495963160395503,810660.3953744534,0.7213908423248976,1
Finance,639480817.8776848,223,6917453.130147968,9.464535575914624,0.6524515621925318,Low,Moderate,1.4305493125633493,3710345.0229328955,0.027541173557818013,0
Healthcare,868050376.2255021,3791,2607396.596874879,6.838888475434474,0.5963381982433502,Low,Rich,8.651547506845429,3046796.2313107513,0.30921598051085625,1
Retail,455285115.77822524,3102,198789.8889186488,9.591093359729296,0.5645356234654407,High,Moderate,9.978243336513751,3311721.936818464,0.3359164404668836,1
Retail,516080432.550671,776,7262092.257313629,2.3628908293296695,0.6489296991951057,Low,Rich,8.982478997945806,142478.5402411421,0.02379759254487269,0
Retail,489357733.6766633,3810,5403000.333541028,5.2967457053231835,0.8900240435200217,High,Rich,8.293929270540627,4644833.37696834,0.35922440449735754,1
Tech,667197393.2885582,1925,8377565.261751763,6.416260605509025,0.7358131825976308,Low,Poor,4.368753940656922,424821.9184880962,0.18176501175584284,0
Finance,140511603.5015566,4083,8231744.792716874,6.23562982679068,0.61374080184677,Medium,Poor,3.0818276403606415,1897348.8371860278,0.3125177563399893,1
Tech,30943616.282805275,1039,8448929.061100043,4.613156011801389,0.5830924998048745,Medium,Rich,7.61365468449641,2073287.0832933313,0.05589605282153385,0
Finance,308622011.64959973,3794,4902437.133797447,4.042759684296352,0.6663647382551896,Low,Poor,3.7411782965971154,106642.07003994935,0.20441711561310008,0
Tech,704976081.9739101,2736,3402921.11878497,2.1414162029537693,0.9699621864428545,Medium,Rich,2.584357139394736,2535737.6158189056,0.1136585148587213,0
Tech,202651598.67082542,469,7936426.205654563,4.5256820550605035,0.6715133562950122,High,Rich,8.078732983932321,3788764.0731039485,0.02850634477646084,0
Healthcare,673759000.8915924,643,4567811.718989624,2.463947335949366,0.9940620379773177,Low,Moderate,3.8128928701305,4134016.4002623837,0.03149821032171996,0
Tech,969942134.0611632,1824,1916077.7443940016,7.609291088429965,0.7426152278826781,High,Poor,9.229975565386045,4409045.267198834,0.20614028789287867,0
Manufacturing,94806815.07362896,2509,8564242.793658596,2.87947841945131,0.5895819591450755,Low,Poor,8.565693803372127,2489822.4547453104,0.08519001032781755,0
Healthcare,672929516.1069012,985,8837342.780046238,1.5270877475608047,0.9455700458967546,Medium,Poor,8.628762965583297,3190117.3335952875,0.028446178101524004,0
Tech,444306469.0852666,3858,4716466.585787684,5.971295240355109,0.7301776865674134,High,Moderate,7.944127534502436,489646.5951528439,0.3364258209669457,1
Retail,868274112.1231278,381,849427.300366896,6.357067594474614,0.8548356717522623,Medium,Moderate,8.92793281397263,2491387.2989805746,0.04140897088392901,0
Manufacturing,177972639.6579385,3499,3939478.290177619,8.84721755152455,0.9918557916045758,Medium,Moderate,8.251722029603082,858597.1988715028,0.6140859744852082,1
Manufacturing,692933326.2739383,2752,8055022.828679773,6.192834511759137,0.525087675159987,Low,Poor,6.422602272172558,1911251.276350355,0.17897803044671481,0
Manufacturing,838277174.3584621,4056,9027562.882607663,4.109327683511012,0.5483472798937836,High,Poor,3.6624044672367684,1713596.0330365365,0.18279083189197784,0
Healthcare,944669605.2545493,3918,2114380.1507261987,8.227106933736884,0.860228370731378,Medium,Poor,8.993882738927342,2175348.82848339,0.5545686705740605,1
Tech,683564780.2613561,4250,763038.7590501881,5.862510038686789,0.6409125016477359,Low,Moderate,8.565432604958726,2901019.4280732498,0.3193752578605258,1
Tech,497677589.24441886,251,8785769.486015102,1.7135225616807257,0.5921506984750495,Low,Moderate,5.255913899894906,4524095.57060868,0.005093611180395029,0
Retail,618229392.9610126,2547,3955108.8958908655,6.09265504281922,0.5196809399098647,Low,Rich,1.3517081740175967,2032974.6936027762,0.1612880974571904,0
Retail,869036079.4942394,1892,5463433.5462488765,9.172166908794962,0.5109233559931009,Medium,Moderate,6.746893546617221,4907542.858986598,0.1773286194654715,0
Manufacturing,571039136.8921908,1916,9683851.539302513,4.566813629483985,0.8872428015598954,Low,Rich,1.4553716830892356,3819237.435450894,0.1552677549213849,0
Retail,31356672.637140024,2046,758990.8063508063,3.666932217098201,0.567216713684775,High,Poor,9.336519656635666,2606257.129263078,0.08511135928165899,0
Healthcare,931017746.8114709,959,6518348.273775746,2.2912251131621804,0.7338603079855754,High,Moderate,9.654681309627763,3255729.541848526,0.03225000322707788,0
Tech,689837224.2805296,4355,833643.683491184,2.363009697418216,0.8029484075897415,Medium,Poor,2.705411313096438,600898.438546528,0.1652613514958795,0
Manufacturing,676836872.3914692,4708,3817142.391818354,4.89494335907637,0.7141759002844231,High,Poor,7.08750440249419,4238155.503436909,0.32916929064195427,1
Retail,216459477.24531946,3239,8057763.997415123,6.361118417453766,0.5135533261681166,Low,Poor,1.830421041064865,2953551.5298134326,0.2116215887184069,0
Healthcare,659226584.7624246,820,4391375.104280781,1.7255386465264158,0.8917507512939544,Medium,Poor,7.565652357158099,4931730.653027048,0.02523550630459763,0
Healthcare,394470541.24850434,3205,9972105.303639209,9.456117301226492,0.5052566122708267,Low,Moderate,4.125588995374072,3218500.8443889604,0.3062547873218933,1
Retail,651581744.0644506,2551,5634686.920971362,7.7962025570067635,0.8809449471887421,Medium,Poor,7.1294510055740075,4187146.7580049927,0.3504066482476051,1
Tech,107486437.27768274,2764,3279505.3110959395,6.279615264552964,0.9466522468940614,Medium,Rich,4.355888582819601,4018837.4396966747,0.3286181458220114,1
Retail,658187459.298433,4774,2279102.126457056,8.455948038450916,0.7164199605285861,Low,Moderate,2.310107588499122,1792759.6421945172,0.5784187909749549,1
Manufacturing,999414312.0448959,3635,3570153.289433002,1.7216808113090196,0.7677712365488991,High,Poor,4.654989824523021,1372092.0636427372,0.09609900429557798,0
Retail,49163826.82169547,1678,3788079.410219553,5.291549899598119,0.7384916963088268,High,Moderate,2.01406173971311,2209418.558814399,0.1311446155984975,0
Healthcare,977197010.037096,436,780265.4094672137,6.67083814175497,0.6946043093117193,Medium,Rich,6.191949474792512,2389482.5876033017,0.040404930262260344,0
Retail,407501052.7621477,3471,3758784.5743250544,8.457876155064604,0.9437122676851801,Low,Poor,1.368563789345318,1276415.039489555,0.5540966591648141,1
Tech,870882696.8869219,4058,4695961.345418327,8.05122604044341,0.9469667553349952,Low,Rich,5.745877116398737,4483529.579419762,0.6187835943429706,1
Finance,782603098.5742152,4143,7255103.7471641665,3.493623247420597,0.6679081823207673,Medium,Poor,8.977317823859869,2758484.525273165,0.19334714415315044,0
Retail,567449244.7256812,4413,6601621.898743919,9.467921526032839,0.8075348770073489,High,Rich,8.540859431074265,4894377.521552491,0.6748074383432445,1
Tech,738710760.0420752,2516,7116779.986768627,2.119112572877833,0.963453781072932,Low,Poor,8.945035296638471,4069087.1124266903,0.10273668448959154,0
Tech,878637045.7400465,2332,182800.45058088528,8.876202567590369,0.9810292494706758,High,Moderate,9.298439219143965,2822953.8159205355,0.4061324609590528,1
Healthcare,404736181.32938194,1906,2254907.255847307,9.738462246441568,0.7544795202110237,High,Poor,1.9407509908812481,4740497.36290736,0.2800855687237539,0
Tech,327706128.40167546,2048,6650674.455158579,2.5943817090036303,0.7264124026421634,Medium,Moderate,2.158724825881418,2573886.5939670047,0.07719284943291224,0
Tech,667925792.1780212,1286,4891494.744979497,7.4985945778340675,0.6393471579642629,Medium,Poor,6.013061256818157,4446821.911341486,0.12330695599669747,0
Tech,808038095.9993173,4719,152603.40911662485,1.3625696690019862,0.979435936595205,High,Poor,9.045754015819863,1854909.427859447,0.12595480067988216,0
Tech,762522849.6418391,4194,8064496.960075041,4.648805426252395,0.5714071522364337,Low,Rich,9.769145108716277,1955347.678680061,0.2228155329925676,0
Manufacturing,798015835.2097758,1200,7750814.7755743405,5.646549692779066,0.7899147880238625,Low,Rich,1.4163572560599995,2148840.3465575627,0.10704703448730675,0
Manufacturing,436147731.49812007,4368,5529349.71363627,6.225807033186706,0.6412751337593194,Medium,Rich,4.201966757805941,2778465.665121906,0.3487808895887549,1
Healthcare,818016381.9588466,1481,757986.925185094,9.423435234237036,0.6395041451738983,High,Poor,2.916048291939941,2812102.323974238,0.17849977298242303,0
Retail,121088846.31523784,1869,7688498.990372588,7.050256185647752,0.7024842936880942,Low,Poor,7.803692640381232,2532354.7162177125,0.18513171057513056,0
Tech,544944608.8628887,2374,5878764.518540503,5.331501560973133,0.9993964679078273,Low,Poor,6.761744816833287,1599404.7705575207,0.2529869161858032,0
Retail,6752901.837623449,1180,7841403.773863796,8.287075326393005,0.527483153419911,Medium,Moderate,2.0789922833546086,4643311.677475072,0.10316250596874124,0
Retail,325261244.07037,2708,7542295.22471882,9.55479538858968,0.7892709091017658,High,Moderate,5.351698606284743,2984071.8770113457,0.4084380018290323,1
Healthcare,367095073.33652645,3550,8049720.512382587,1.1985953381406176,0.5412860790176386,Low,Poor,7.168964701341622,2097922.159338815,0.046063590934677844,0
Tech,396776518.9176461,424,5228279.8574057855,9.842691450304349,0.5772604149952595,Medium,Rich,8.011048545316338,3290767.107643729,0.04818163136279487,0
Tech,695771739.4831723,2170,1489212.7301157983,1.775189251573123,0.7197814708864494,Low,Rich,1.1804743880560769,3863037.1132680452,0.05545427754800171,0
Finance,389169543.16907537,4070,6744458.986458918,8.329481013418853,0.7552300656732207,Low,Rich,9.014226165855009,4807567.632318391,0.5120609037129566,1
Retail,449244928.99990815,2071,6242690.472014509,3.5230127729627125,0.629396204182262,Low,Poor,6.12353244655472,2547790.8951111548,0.09184350129408975,0
Retail,238306586.74345315,3755,7448306.553270963,2.1896169197848456,0.6582285654372081,Medium,Rich,8.307182034639142,649282.7007187181,0.108239257137923,0
Manufacturing,373878539.83771074,3309,1781821.9599022795,4.9587007574245145,0.5434835101279665,High,Poor,8.271442270128551,2259752.4270390524,0.17835325313587005,0
Finance,228042357.63588834,3485,2030254.4790128632,6.795609215028522,0.6516098919221253,Medium,Moderate,2.7086739424387223,2446955.75112201,0.30863760717463645,1
Manufacturing,74122727.8446752,1939,8915054.220471352,4.428566605211275,0.983279219690272,High,Rich,1.991549082282698,4495270.983109802,0.16886818926732092,0
Manufacturing,603845144.7879965,1873,7524780.204675501,1.4910886745442906,0.9723536908362409,Low,Moderate,7.49158542076444,2034523.76546847,0.054311964479104934,0
Manufacturing,668544585.7564613,1524,9091462.038133197,6.395150256928449,0.6674391450684924,High,Rich,2.4078422693945716,4771288.897946978,0.13010002793969927,0
Healthcare,619870855.6636049,2292,7611281.679522815,9.121629484996072,0.7854269681393808,Low,Poor,8.649437422642514,2477146.3478002404,0.3284148945744547,1
Healthcare,464030549.7567718,3293,6011837.529303988,4.4489382935252655,0.9547976955554722,Low,Poor,7.535705354758946,4871524.454796751,0.2797624809572979,0
Manufacturing,380405994.3990506,3184,6575914.096575949,2.946994998677443,0.5030919113204484,Medium,Poor,8.576428279287363,140171.77354171476,0.09441256318744032,0
Finance,863470315.9222534,2120,8902366.447006099,4.983196113395339,0.9053417851687959,Low,Poor,3.6911141164841146,4504195.336551098,0.19128741620225578,0
Retail,519562703.35108185,409,5830186.869668211,1.4352643994390277,0.9741847763944596,Medium,Rich,3.8493825436951212,4662490.214522419,0.011437380115321697,0
Finance,479702695.75210124,2091,6360674.110851035,8.384388260322474,0.5456628671667785,High,Moderate,7.040994007116859,4809002.585249545,0.19132856329705358,0
Tech,26616423.740629252,1191,1649119.4884356458,8.43706729855168,0.5807238430164605,High,Poor,1.283013595530528,164075.01745561277,0.1167086183835099,0
Healthcare,341906579.7985302,1685,4791820.079149417,6.292004170866655,0.9803731513856777,Low,Rich,7.538470717036804,941334.099096514,0.2078788529685713,0
Retail,380815423.1670712,4050,7192331.40838518,4.177926000445505,0.7687700718201731,Medium,Moderate,8.522047637691411,3303446.0651568575,0.2601610221851707,0
Retail,399423958.1160036,1993,2782332.7133320174,8.19805028001205,0.5070983172358619,Low,Poor,4.736472279436936,224816.18950202496,0.1657066896141386,0
Tech,580592196.858105,4824,2102316.3871928956,5.992183223095305,0.6288159993817646,Medium,Moderate,7.883909470796218,411684.0812648536,0.3635347761906109,1
Tech,534068944.1801516,3411,3206885.401421714,8.433390776950146,0.7249718371344298,Medium,Poor,2.5714982528403576,1183286.4810978654,0.41709508830605546,1
Manufacturing,608297187.7006512,3030,2490856.217129051,6.683129133247186,0.8464544555123839,Medium,Moderate,3.900343544375362,2610954.8668450327,0.34281204455506276,1
Healthcare,765118378.2805861,56,2227635.106660319,8.059649258915176,0.8665801890683997,High,Moderate,9.768744667994296,2774922.540407357,0.007822452264049585,0
Healthcare,813172752.9773774,3317,4306023.344394061,6.38706693895984,0.9977107564627281,Medium,Poor,9.876953562041136,267879.5016881713,0.4227480269900126,1
Finance,718404953.150268,1641,9087601.287446987,4.7272696139409955,0.6437555996918796,High,Rich,5.613445477194292,934799.5288295026,0.09987803028117592,0
Manufacturing,955568172.2589798,4978,5119890.502713311,9.621512739335238,0.7691100509342377,Medium,Moderate,9.408428123174891,2548557.799339811,0.7367442143541277,1
Manufacturing,19214350.09368527,3314,1960411.770071698,5.870024423909602,0.7666617739298025,High,Poor,5.704576102511691,3010309.042622686,0.29828143083241976,0
Manufacturing,196582207.69786254,2656,862019.5268706534,6.445805666864845,0.7028226297236188,High,Moderate,3.6242931534504157,827168.3127824554,0.24064730971282464,0
Manufacturing,8555312.103163978,3269,6991945.83686546,2.984388754732743,0.5845809469212101,High,Moderate,3.4020935928889466,2054322.9185401562,0.11406304666007869,0
Healthcare,647827239.4404484,3323,3889707.7679202394,6.6308571048454885,0.9887282815919213,Low,Rich,9.365551348313339,4531567.038933067,0.435719466087208,1
Healthcare,898132518.401037,963,8236126.3711950565,6.144468845346495,0.926658593333293,Medium,Moderate,2.552017500764732,4994606.506526243,0.10966306674599384,0
Manufacturing,244238814.279723,2061,6629156.609543625,2.6635455815232243,0.7491665141471187,Low,Moderate,6.2166921238163635,4937350.828672592,0.08225200211673826,0
Finance,927107510.2515104,1492,7982790.360359549,1.5362838761782935,0.8016227113420149,Medium,Poor,5.999725612564476,4420205.100405674,0.03674855817899783,0
Retail,61207122.89927129,3104,2792265.7902426426,6.439233877432939,0.6136305267798312,Medium,Poor,7.656595161876955,2033834.4309547343,0.24529735436669942,0
Retail,934501590.7787088,3596,6954353.332364475,7.873230424152885,0.7718935351958734,Low,Rich,5.493186167722973,3464214.031166442,0.4370791042635566,1
Finance,352271064.5523948,4271,2714213.648467816,5.710612338298074,0.8474850665607379,High,Moderate,3.4505709463732077,2141301.9161425736,0.4134036442427373,1
Manufacturing,102319407.6207673,4962,9396777.946557887,3.0409536278768114,0.7575835141932944,Medium,Moderate,2.524568496684207,3277782.4314385937,0.22862676357528786,0
Healthcare,486385887.4271393,2978,6400105.387180407,6.998697790237315,0.9951425852924707,High,Moderate,6.587369231553026,1616219.1077504677,0.41481766378587853,1
Retail,257519791.15278745,1879,3312666.821735887,1.7209515394864203,0.8056708281238631,Low,Rich,7.470916811679098,3070391.042690627,0.05210543858537313,0
Tech,285588029.0599609,625,2768167.4366934993,4.976503343217591,0.6854868562960845,High,Moderate,6.125691508138294,2666416.6331089647,0.042641595401114764,0
